name,url,telephone,tax_num,street,locality,region,postcode,country
HAYSVILLE USD 261 EDUCATION FOUNDATION,http://,,EIN 20-0143035,1745 W Grand Ave,Haysville,KS,67060,USA
Lifeline Animal Placement & Protection Inc,http://lifelineanimalplacement.org,(316) 807-8473,EIN 48-1221562,310 W 45th St N,Wichita,KS,67204,USA
Kansas Association for Conservation and Environmental Education,http://www.kacee.org,785-532-3322,EIN 48-0850919,2610 Claflin,Manhattan,KS,66502,USA
A C Tumbleweeds Inc,http://,,EIN 48-1045091,Po Box 368,Arkansas City,KS,67005,USA
Winding Road Equine Rescue & Retirement,http://,,EIN 26-1118055,1651 Old Highway 50 Ne,Waverly,KS,66871,USA
Waldorf Association Of Lawrence,http://www.prairiemoon.org,(785) 841-8800,EIN 43-1940772,1853 E 1600 Rd,Lawrence,KS,66044,USA
Shawnee Mission South High School Band Boosters Club Inc,http://teacherweb.com/ks/shawneemissionsouth/,(913) 993-7500,EIN 48-0959436,Co Sms High School 5800 W 107th St,Overland Park,KS,66207,USA
Central Christian College Of Kansas,http://www.centralchristian.edu,(620) 241-0723,EIN 48-0577656,1200 S Main St,Mcpherson,KS,67460,USA
His Helping Hands Inc,http://ccc.org/hishelpinghands,(316) 838-8528,EIN 55-0805923,1441 E 37th St N,Wichita,KS,67219,USA
Genesis Inc Of Coffeyville,http://,,EIN 48-1206375,103 Oakland Ln,Coffeyville,KS,67337,USA
African Americans Renewing Interest In Spirituals Ensemble Inc,http://,,EIN 33-1138564,2420 N Dellrose St,Wichita,KS,67220,USA
The Circle A Club Inc,http://,,EIN 48-1058040,Po Box 3175,Junction City,KS,66441,USA
Radabaugh-Iva Thomson Trust,http://,(620) 694-2262,EIN 48-6229223,Po Box 913,Hutchinson,KS,67504,USA
Saint Peter Lutheran Church,http://,,EIN 48-0675876,Po Box 46,Holyrood,KS,67450,USA
Fundamental Learning Center Inc,http://www.funlearn.org/,316-684-7323,EIN 31-1693508,2220 E 21st St N Opportunity Drive,Wichita,KS,67214,USA
Faith Farms Ministries Inc,http://,,EIN 20-1861001,716 E Avenue B,Hutchinson,KS,67501,USA
Casa Of The High Plains Inc,http://www.kansascasa.org/district23,(785) 628-8641,EIN 48-1071972,107 West 13th,Hays,KS,67601,USA
New Testament Pentecostal Church,http://,,EIN 48-1004280,2315 N 22nd St,Kansas City,KS,66104,USA
Windom Senior Citizens Inc,http://,,EIN 48-1064904,601 Main St,Windom,KS,67491,USA
Mary Ann Robinson Spay Neuter Assistance Program,http://,,EIN 41-2217408,123 N Charles St,Mcpherson,KS,67460,USA
Kansas Ems Region Iii Advisory,http://,,EIN 51-0190464,Po Box 102,Ellinwood,KS,67526,USA
Elk County Development Corporation,http://,(620) 325-3333,EIN 48-1190604,1001 Wilson St,Neodesha,KS,66757,USA
Kansas City Kansas Baptist Association,http://,,EIN 48-6110375,Po Box 14713,Lenexa,KS,66285,USA
Katys Place Inc,http://,,EIN 43-1693632,6405 Metcalf Room 108,Overland Park,KS,66207,USA
Pta Kansas Congress Of Parents And Teachers,http://,,EIN 48-6127679,7303 S Meridian St,Haysville,KS,67060,USA
Salina Ymca Endowment Foundation,http://www.ymca.net,(785) 825-4674,EIN 48-0963024,Po Box 2567,Salina,KS,67402,USA
Arc Of Butler County Inc,http://,,EIN 48-0962328,Po Box 628,Andover,KS,67002,USA
Association Of American Educators,http://,,EIN 48-1197446,Po Box 1433,Manhattan,KS,66505,USA
Oz Museum-Columbian Theatre Foundation Inc,http://,,EIN 48-1090380,521 Lincoln St,Wamego,KS,66547,USA
Gan Chabad Torah Center Inc,http://,,EIN 43-1772532,8800 W 103rd St,Overland Park,KS,66212,USA
The Elden V Miller Family Charitable Trust,http://,(785) 452-3561,EIN 48-6348047,Po Box 1337,Salina,KS,67402,USA
Reaching Out From Within Inc,http://www.rofw.org,(913) 706-6667,EIN 26-2736145,Po Box 8527,Prairie Vlg,KS,66208,USA
Stafford Community U S D 349 Educational Foundation,http://,,EIN 48-1158084,418 E Broadway St,Stafford,KS,67578,USA
Community Handicapped Encounter,http://,,EIN 51-0167363,313 N 10th St,Garden City,KS,67846,USA
Bppp Inc,http://www.bppp.org,(316) 945-1700,EIN 48-1157844,Po Box 12888,Wichita,KS,67277,USA
Caldwell Area Hospital And Health Foundation,http://,(316) 845-6492,EIN 48-1195991,601 S Osage St,Caldwell,KS,67022,USA
Trilogy Cultural Arts Centre,http://,,EIN 26-4518456,12480 S Blackbob Rd,Olathe,KS,66062,USA
Gift Of Life Inc,http://www.giftdonor.org,,EIN 48-1198979,6405 Metcalf Ave Ste 109,Overland Park,KS,66202,USA
Council On American Islamic Relations - Kansas Inc,http://,,EIN 46-2131330,2200 Rodeo Dr,Lawrence,KS,66047,USA
Federated Church Of Mcdonald,http://,,EIN 48-0721380,16996 Road 3,Mcdonald,KS,67745,USA
Bekah & Friends Foundation Inc,http://,,EIN 46-5552923,Po Box 629,Derby,KS,67037,USA
CREW Network Foundation,http://www.crewfoundation.org,(785) 832-1808,EIN 48-1201724,1201 Wakarusa Dr Ste D,Lawrence,KS,66049,USA
Iglesia Luterana La Resureccion,http://,,EIN 48-1149288,518 N 11TH St,Garden City,KS,67846,USA
Fire Escape Youth Ministry Inc,http://www.fireescape.net,,EIN 48-1237135,126 W Main St,Chanute,KS,66720,USA
"Stepfamily Association Of America, Inc.",http://,,EIN 47-0797628,634 N Broadview,Wichita,KS,67208,USA
Emmanuel House Seminary,http://emmahouse.org,,EIN ,,Overland Park,KS,66204,USA
Marcial Burroughs Charitable Trust,http://,,EIN 48-6334571,"Kaw Valley State Bank, PO BOX 8009",Topeka,KS,66608,USA
Christian Youth Theater Kansas City Inc,http://,,EIN 48-1232428,6800 W 153rd Street Suite A,Overland Park,KS,66223,USA
Auburn-Washburn Public Schools Foundation,http://,,EIN 48-1200095,Co Russ Petty 2900 Sw Wanamaker Dr,Topeka,KS,66614,USA
American Association Of Family And Consumer Sciences,http://,,EIN 48-6110376,8736 Pratt Rd,Altoona,KS,66710,USA
EASTERN COWLEY COUNTY RESOURCE CENTER,http://,,EIN 20-0163423,Po Box 40,Dexter,KS,67038,USA
Faith Baptist Church,http://,,EIN 48-6129491,7919 15th St,Perry,KS,66073,USA
Kansas Food Bank Warehouse Inc,http://ksfoodbank.org,(316) 265-4421,EIN 48-0959213,1919 E Douglas Ave,Wichita,KS,67211,USA
International Lutheran Laymens League,http://,,EIN 48-6155219,12557 Farley St,Overland Park,KS,66213,USA
National Gulf War Resource Center Inc,http://ngwrc.org/,,EIN 52-1941391,1725 SW Gage Blvd. #200,Topeka,KS,66604,USA
Boy Scouts Of America,http://www.sftcbsa.org,(888) 316-5162,EIN 48-0544572,1513 5 E Fulton Terrace,Garden City,KS,67846,USA
WHOLE Women Ministries/Dirty Girls Ministries,http://dirtygirlsministries.com,,EIN 27-2695439,PO Box 860344,Shawnee,KS,66286,USA
Beak N Wings Inc,http://,,EIN 77-0630832,PO Box 9228,Shawnee Msn,KS,66201,USA
Artists Helping The Homeless,http://www.artistshelpingthehomeless.org,(816) 668-1007,EIN 26-2063489,11412 Knox St,Overland Park,KS,66210,USA
Rock Creek Bible Church,http://,,EIN 51-0192563,5257 Highway K92,Meriden,KS,66512,USA
Upper Wolf Evangelical Lutheran Church,http://,,EIN 48-0677496,1803 Sumac Rd,Robinson,KS,66532,USA
"Tempered Steel, Inc.",http://www.temperedsteelinc.org/,800-294-5039,EIN 27-2648828,16039 274th Rd,Atchison,KS,66002,USA
Bill Self's Assists Foundation,http://www.assistyouth.org,(785) 864-7929,EIN 20-5888765,1651 Naismith Dr Men's Basketball Office,Lawrence,KS,66045,USA
Media for the Missing Inc.,http://www.mediaforthemissing.org,,EIN 45-0827117,8810 Wheatland Circle,Manhattan,KS,66502,USA
Immanuel Lutheran Church,http://,,EIN 48-6142500,Po Box 672,Hoxie,KS,67740,USA
Community Healthcare System Inc,http://,(785) 889-4657,EIN 48-1020227,120 W 8th St,Onaga,KS,66521,USA
Friends of Yates,http://www.friendsofyates.org,913-321-1566,EIN 48-0908425,1418 Garfield Avenue,Kansas City,KS,66104,USA
Liberal Area Rape Crisis And Domestic Violence Services Inc,http://,(620) 624-8818,EIN 48-0934788,Po Box 1872,Liberal,KS,67905,USA
WICHITA WOMENS INITIATIVE NETWORK INC,http://www.wichitawin.org/,316-262-3960,EIN 48-1189632,510 E 3RD St N,Wichita,KS,67202,USA
Manhattan Christian Campus Foundation Inc,http://,,EIN 48-0949464,2800 Claflin,Manhattan,KS,66502,USA
Living Word Christian Center Inc,http://,,EIN 48-0974376,Po Box 344,Clay Center,KS,67432,USA
Catholic Charities Of Northeast Kansas Inc,http://www.catholiccharitiesks.org,(913) 621-1504,EIN 48-1181305,2220 Central Ave,Kansas City,KS,66102,USA
Benjamin Musser Estate Trust Inc,http://,,EIN 48-0553644,Po Box 137,Jewell,KS,66949,USA
Heart Of America Teen Challenge Inc,http://,,EIN 43-1155204,Po Box 738,Baldwin City,KS,66006,USA
American Nurse Practitioners Foundation,http://www.anp-foundation.org,(913) 338-4093,EIN 74-2861018,12412 Maple St,Overland Park,KS,66209,USA
Affecting Change International,http://,,EIN 45-1608419,Po Box 3256,Olathe,KS,66063,USA
Labette County Medical Center Foundation Inc,http://,(620) 421-4881,EIN 48-1009259,1902 South Hwy 59,Parsons,KS,67357,USA
Special Operations Medical Association Inc,http://,,EIN 58-2108832,Po Box 19489,Lenexa,KS,66285,USA
Wyandotte County Parks Foundation,http://www.wyckck.org,,EIN 48-1140420,5033 State Ave,Kansas City,KS,66102,USA
Morse Covenant Church Overland Park Ks,http://,,EIN 20-1524569,15431 Quivira Rd,Overland Park,KS,66221,USA
Trinity Lutheran Church,http://,,EIN 48-6112067,2911 Crawford Ave,Parsons,KS,67357,USA
St Matthews Permanent Endowment Fund Of Newton Kansas Inc,http://,(316) 283-3310,EIN 48-6132072,2001 Windsor Dr,Newton,KS,67114,USA
Jeda Mase Support Service Institute,http://,,EIN 20-0933412,Po Box 20753,Wichita,KS,67208,USA
"University Professors For Academic Order, Inc.",http://,,EIN 52-0905555,2412 Hathway Circle,Wichita,KS,67226,USA
Historical Society Of Crawford County,http://,,EIN 48-6131663,651 S Highway 69,Pittsburg,KS,66762,USA
Jayhawk Area Agency On Aging Inc,http://www.jhawkaaa.org,(785) 235-1367,EIN 48-0846535,2910 Sw Topeka Blvd,Topeka,KS,66611,USA
Barber County Council On Aging Inc,http://,(620) 239-4228,EIN 48-0962388,213 N Main St,Medicine Ldg,KS,67104,USA
Breakthrough House Inc,http://www.breakthroughhouse.org,785.232.6807,EIN 48-0879168,525 SW Topeka Blvd,Topeka,KS,66603,USA
Daughters Of American Revolution Lois Warner,http://www.dar.org,,EIN 48-6115943,337 W Elm St,Junction City,KS,66441,USA
Star of Hope International America Inc,http://www.starofhope.us,866 653 0321,EIN 59-2844916,PO Box 427,Ellinwood,KS,67526,USA
Wichita Area Sexual Assault Center Inc,http://www.wichitasac.com,(316) 263-0185,EIN 48-0861281,355 N Waco St Ste 100,Wichita,KS,67202,USA
Casa Of Shawnee County Inc,http://www.casaofshawneecounty.org,,EIN 48-1030095,501 Se Jefferson St Ste 2002,Topeka,KS,66607,USA
"Kids Kountry, Inc.",http://,,EIN 48-1176720,1208 Wheatland Drive,Hutchinson,KS,67502,USA
Eisenhower Foundation,http://www.eisenhowerfoundation.net,(785) 263-6771,EIN 48-0634284,Po Box 295,Abilene,KS,67410,USA
National Society Daughters Of The American Colonists,http://,,EIN 48-1065516,1701 S Judson St,Fort Scott,KS,66701,USA
Passageways Ltd,http://,,EIN 74-1776507,1628 N Parkridge Ct,Wichita,KS,67212,USA
Church At Haskell,http://,,EIN 48-1194791,915 W 29th St Terrace,Lawrence,KS,66046,USA
Heart Of America Humane Society,http://,,EIN 48-1120427,Po Box 12703,Overland Park,KS,66282,USA
Camp Alexander Of Emporia Lyon County Kansas Inc,http://www.campalexander.org,(620) 342-1386,EIN 48-0628759,1783 Road P5,Emporia,KS,66801,USA
The Marquette Historical Society Inc,http://,,EIN 48-1055244,202 N Washington St,Marquette,KS,67464,USA
Mid-America Coalition On Health Care,http://www.machc.org,,EIN 43-1248648,6901 Shawnee Mission Parkway,Overland Park,KS,66202,USA
Assembly Of God,http://,,EIN 48-0944208,Po Box 487,Andover,KS,67002,USA
Newman University Inc,http://www.newmanu.edu,(316) 942-4291,EIN 48-0556716,3100 W Mccormick St,Wichita,KS,67213,USA
Cornerstone Bible Church,http://,,EIN 48-0681708,2535 N Amidon Ave,Wichita,KS,67204,USA
Olathe Youth Baseball Inc,http://,,EIN 48-0918084,885 S Parker St,Olathe,KS,66061,USA
Flowing Streams Ministries,http://www.flowingstreamsministries.org,,EIN 41-2074609,Po Box 3134,Shawnee,KS,66203,USA
Augusta Arts Council,http://www.augustahistorictheatre.com,,EIN 48-0847205,523 State St,Augusta,KS,67010,USA
"Kaitlin's Kloset, Inc",http://www.kaitlinskloset.org,7853806189,EIN 47-4138072,707 SE Quincy ST Suite B,Topeka,KS,66603,USA
Northeast Kansas Center For Health And Wellness Inc,http://,(785) 486-2642,EIN 48-0941952,240 W 18th St,Horton,KS,66439,USA
Sancta Maria School Inc,http://,(785) 542-2557,EIN 48-1019568,1623 Elm St,Eudora,KS,66025,USA
Council For Children With Behavioral Disorders,http://www.ccbd.net,(816) 805-5242,EIN 54-1777499,Po Box 24246,Stanley,KS,66283,USA
Foundry Inc,http://,,EIN 48-1197839,Po Box 780214,Wichita,KS,67278,USA
The Kansas African American Museum Inc,http://www.tkaam.org,(316) 262-7651,EIN 48-0890970,601 N Water St,Wichita,KS,67203,USA
Friends Of U S D 234 Inc,http://,,EIN 48-1157580,424 S Main St,Fort Scott,KS,66701,USA
Association Of Family Medicine Residency Directors,http://www.afmrd.org,(913) 906-6000,EIN 43-1559340,11400 Tomahawk Creek Pkwy Ste 670,Leawood,KS,66211,USA
Catholic Charities Inc,http://www.catholiccharitieswichita.org,(316) 264-8344,EIN 48-0543703,437 N Topeka St,Wichita,KS,67202,USA
A Gift From Gunner Foundation,http://,,EIN 01-0920315,7148 310th Dr,Arkansas City,KS,67005,USA
Hays Medical Center Foundation,http://www.haysmedfoundation.org,(785) 623-2350,EIN 48-1179684,2220 Canterbury Dr,Hays,KS,67601,USA
Sigma Phi Alpha National Dental Hygiene Honor Society,http://,,EIN 36-4119468,1845 Fairmount St,Wichita,KS,67260,USA
University Congregational Church Of Wichita Inc,http://,,EIN 48-0954936,9209 E 29th St N,Wichita,KS,67226,USA
Neosho Valley Senior Center,http://,,EIN 57-0153131,Po Box 161,Neosho Falls,KS,66758,USA
Marillac Center Inc,http://www.marillac.org,(913) 951-4300,EIN 43-1147836,8000 W 127th St,Overland Park,KS,66213,USA
Bless The Beasts Inc,http://,,EIN 03-0491943,823 E 5th Ave,Hutchinson,KS,67501,USA
Crown Charities Fund,http://,,EIN 74-2826312,3400 Iowa Street,Lawrence,KS,66046,USA
Enterprise Center Of Johnson County,http://www.ecjc.com,(913) 438-2282,EIN 48-1160604,4220 Shawnee Mission Pkwy No 350b,Fairway,KS,66205,USA
Embroiderers Guild Of America Inc,http://,,EIN 42-1191084,10916 W 96th Pl,Overland Park,KS,66214,USA
Az-Zahra Center Inc,http://,,EIN 48-1249208,Po Box 3786,Rosedale,KS,66103,USA
Carondelet Home Care Services Inc,http://,(816) 943-4700,EIN 43-1379352,11050 Roe No 120,Overland Park,KS,66211,USA
Ministry Among Native Americans Inc,http://,,EIN 48-1139561,PO Box 782301,Wichita,KS,67278,USA
Medical Aid For Children Of Latin America Inc,http://www.macla.org,(816) 455-3062,EIN 43-1465644,6920 W 121st St Ste 102,Overland Park,KS,66209,USA
American Holistic Nurses Association,http://www.ahna.org,(785) 234-1712,EIN 74-2164825,100 Se 9th St Fl 3a,Topeka,KS,66612,USA
National Association For The Advancement Of Colored People,http://,,EIN 48-6131987,1407 Stevens Ave,Parsons,KS,67357,USA
Youth For Christ Usa Inc,http://,,EIN 48-6084467,151 N Volutsia,Wichita,KS,67214,USA
Young Womens Christian Association,http://,,EIN 48-0543732,5132 Shannon St,Salina,KS,67401,USA
Safehome,http://www.safehome-ks.org,(913) 432-9300,EIN 48-0917798,Po Box 4563,Overland Park,KS,66204,USA
Open Door Baptist Church,http://,,EIN 48-0699360,3033 N 103rd Ter,Kansas City,KS,66109,USA
Alano Club Of Wichita Kans Inc,http://,,EIN 48-6115823,Po Box 2233,Wichita,KS,67201,USA
KANSAS TICK-BORNE DISEASE ADVOCATES INC,http://,,EIN 80-0502090,925 Essex Ct,Lawrence,KS,66049,USA
Gospel Outreach Ministries Inc,http://,,EIN 48-1189932,5601 Sw 23rd St,Topeka,KS,66614,USA
Social Service League Of Lawrence,http://,,EIN 48-0554509,905 Rhode Island St,Lawrence,KS,66044,USA
Central States Synodical Womens Organization,http://,,EIN 48-1156920,913 Meadow Ln,Lindsborg,KS,67456,USA
Olathe Civic Band Inc,http://,,EIN 48-1136062,13795 S Mur Len Rd Ste 205,Olathe,KS,66062,USA
KVC Health Systems,http://www.kvc.org,913-322-4900,EIN 26-2516589,21350 W 153rd Street,Olathe,KS,66061,USA
Goodland Foursquare Church,http://,,EIN 94-3222228,PO Box 457,Goodland,KS,67735,USA
Mtc Chapter Of Kc Kansas,http://,,EIN 43-1773456,PO Box 6063,Kansas City,KS,66106,USA
Gerard House Inc,http://www.via-christi.org/gerardhouse,(316) 268-6182,EIN 48-1049532,3144 N Hood Ave,Wichita,KS,67204,USA
North Heights Christian Church,http://,,EIN 48-0970140,3030 N Hillside St,Wichita,KS,67219,USA
Steve King Foundation,http://stevekingfoundation.org,,EIN 20-8168311,621 Benton Street,Jetmore,KS,67854,USA
Grizzly Athletic Scholarship Inc,http://,,EIN 48-0964536,901 S Haverhill Rd,El Dorado,KS,67042,USA
Community Church Of Sharon,http://,,EIN 48-1152456,PO Box 101,Sharon,KS,67138,USA
Kansas Assn For The Education Of Young Children,http://www.kaeyc.net,(785) 342-9580,EIN 48-6118523,732 Elling Dr,Manhattan,KS,66502,USA
Organization Of Orchestra Parent Inc,http://,,EIN 48-1071588,7401 Johnson Dr,Overland Park,KS,66202,USA
Leisure Time Center Inc,http://,,EIN 48-1053384,213 N Main St,Medicine Ldg,KS,67104,USA
Lawrence Community Shelter,http://www.lawrenceshelter.org,785-832-8864,EIN 74-2848203,214 W 10th,Lawrence,KS,66044,USA
4 H Foundation Incorporated Of Pawnee County,http://,,EIN 48-6134400,1628 L Rd,Larned,KS,67550,USA
Southwest Baptist Church,http://,,EIN 48-0694368,928 W 31st St S,Wichita,KS,67217,USA
Global Education Plus Inc,http://,,EIN 43-1716759,Po Box 2122,Olathe,KS,66051,USA
Ashland Community Foundation,http://,(620) 635-2299,EIN 48-1190412,Po Box 276,Ashland,KS,67831,USA
Basehor Historical Museum Society,http://,(913) 724-3721,EIN 74-2851152,Po Box 76,Basehor,KS,66007,USA
Kansas Satsang Society Inc,http://,,EIN 48-1054447,2519 E 20th St,Hays,KS,67601,USA
TEAMS TOGETHER INC,http://www.teamstogether.org,(913) 204-0158,EIN 20-1577103,2801 W. 77th St.,Prairie Village,KS,66208,USA
Global Scholars,http://www.global-scholars.org/,(913) 962-4422,EIN 56-1627401,P.O. Box 12147,Overland Park,KS,66282,USA
Faith Christian Fellowship Of Coffeyville,http://,,EIN 48-1175424,2707 Walnut St,Coffeyville,KS,67337,USA
Camp Allegro Wichita,http://,,EIN 26-4628555,3934 E Elm St,Wichita,KS,67208,USA
Johnson County Interfaith Hospitality Network Inc,http://www.jocoihn.org,(913) 345-2121,EIN 20-0118693,6315 W 110th St,Overland Park,KS,66211,USA
Grace Baptist Church,http://,,EIN 48-6142428,Po Box 254,Iola,KS,66749,USA
Shawnee Mission Meals On Wheels Inc,http://,,EIN 51-0152073,8029 Overland Park Dr,Overland Park,KS,66204,USA
Dragon Master Foundation,http://www.dragonmasterfoundation.org,,EIN 46-2847688,4120 E. 61st Street North,Kechi,KS,67067,USA
Ellsworth County Senior Center Inc,http://,(785) 472-5185,EIN 48-1090332,115 E North Main St,Ellsworth,KS,67439,USA
Korean Methodist Church,http://,,EIN 48-1126236,1526 10th Ave,Leavenworth,KS,66048,USA
National Society Of The Daughters Of The American Revolution,http://www.dar.org,,EIN 48-6116135,10919 134 Rd,Offerle,KS,67563,USA
"HELP317, Inc",http://,913-299-4662,EIN 20-3247746,"6200 Parallel Parkway c/o Ernest L. Overstreet, Director",Kansas City,KS,66102,USA
Trego County Lemke Memorial Hospital,http://,,EIN 48-0769700,320 N 13th St,Wakeeney,KS,67672,USA
"La Cygne Community Medical Facility, Inc.",http://,,EIN 51-0174204,Local,La Cygne,KS,66040,USA
Topeka Rescue Mission Inc,http://www.trmonline.org,(785) 354-1744,EIN 48-0688068,Po Box 8350,Topeka,KS,66608,USA
Bethany Home Association Of Lindsborg Kansas,http://bethanyhome.com,(785) 227-2334,EIN 48-0547716,321 N Chestnut St,Lindsborg,KS,67456,USA
Military Veteran Project,http://www.militaryveteransproject.org,785-633-2575,EIN 46-0877378,P O Box 3926,Topeka,KS,66604,USA
Bethlehem Lutheran Church,http://,,EIN 48-0680844,308 N Indiana Ave,Sylvan Grove,KS,67481,USA
Norcatur Citizens Alliance Inc,http://,,EIN 48-1159272,Hc 1 Box 113,Clayton,KS,67629,USA
StepStone Inc.,http://www.stepstoneks.org,316-265-1611,EIN 48-1177617,1329 S Bluffview,Wichita,KS,67218,USA
Sisters Of St Joseph Dear Neighbor Ministries Inc,http://www.csjdearneighbor.org,,EIN 48-1251656,3700 E Lincoln St,Wichita,KS,67218,USA
"Little League Baseball, Inc.",http://www.littleleague.org/,,EIN 48-1047324,PO Box 487,Leoti,KS,67861,USA
Wilson Volunteer Fire Department Inc,http://,,EIN 48-1152660,Po Box 159,Wilson,KS,67490,USA
"Lay Volunteers Of Jean Baptiste, Inc.",http://,,EIN 43-1209168,5944 Broadmoor,Mission,KS,66202,USA
Friends of Johnson County Developmental Support (JCDS),http://www.friendsofjcds.com,,EIN 48-1088092,The Mark D. Elmore Center 10501 Lackman Road,Lenexa,KS,66219,USA
Kansas Land Trust Inc,http://www.klt.org,,EIN 48-1090912,16 E 13th St,Lawrence,KS,66044,USA
Pta Kansas Congress Of The Parents And Teachers,http://,,EIN 51-0161484,2501 Minnesota Ave,Kansas City,KS,66102,USA
Catholic Diocese Of Wichita,http://,,EIN 48-0543780,424 N Broadway Ave,Wichita,KS,67202,USA
Handicapped Childrens Assoc Inc,http://,,EIN 38-3323220,9218 Metcalf 375,Overland Park,KS,66212,USA
American Guild Of Organists,http://,,EIN 48-6110987,401 S Fountain St,Wichita,KS,67218,USA
Midamerica Pastel Society,http://,,EIN 48-1204250,8519 Lee Blvd,Leawood,KS,66206,USA
Awake Inc,http://plantingpeace.org,,EIN 26-3469836,1200 Sw Orleans St,Topeka,KS,66604,USA
Childrens Christian Concern Society,http://,(785) 224-9172,EIN 31-1803659,6248 Sw 25th St,Topeka,KS,66614,USA
Mortar Board Inc,http://www.mortarboard.org/,,EIN 48-6117467,1724 Illinois St,Lawrence,KS,66044,USA
