name	url	telephone	tax_num	street	locality	region	postcode	country	Mission	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Causes	Results
Athens Limestone Association For Retarded Citizens Inc	http://	(256) 232-5373	EIN 63-0859200	Po Box 1444	Athens	AL	35612	USA	To provide employment for mentally challenged individuals.				The program service is to provide a facility to operate a sheltered workshop and teach self help skills to mentally challenged individuals. Meals and transportation are also provided for each client.	Developmentally Disabled Centers, Disabilities, Human Service Organizations, Human Services, Job Training	
Riley Family Children's Ministries, Inc.	http://		EIN 63-0779083	PO Box 131	Clio	AL	36017	USA							
AFTERALL RESOURCES & DEVELOPMENT	http://www.afterallresources.org		EIN 47-2120246	420 North 20th street	Birmingham	AL	35203	USA	THE MISSION OF AFTERALL RESOURCES IS TO SIGNIFICANTLY IMPROVE THE OVERALL QUALITY OF LIFE FOR LOW INCOME FAMILY UNITS WITH DISABLED CHILDREN. AFTERALL RESOURCES GOAL IS TO ESTABLISH SUSTAINABILITY FOR EACH FAMILY WHILE BUILDING STRONGER COMMUNITIES IN THE STATE OF ALABAMA.	Low-Income families with children who have disabilities		Birmingham Alabama and 35 surrounding counties through central Alabama	TRANSPORTATION SERVICES.PRESCRIPTION ASSISTANCE,MEDICAL SUPPLY ASSISTANCE,FOOD ASSISTANCE	Emergency Assistance	AFTERALL RESOURCES IS CURRENTLY FOCUSED ON PROVIDING JOB OPPORTUNITIES, FOOD ASSISTANCE, ACCESS TO MEDICAL CARE, PRESCRIPTION ASSISTANCE, UTILITY ASSISTANCE, AND HOUSING ASSISTANCE. AFTERALL RESOURCES HAS PARTNERED WITH LOCAL SMALL BUSINESS OWNERS IN ATTEMPTS TO NOT ONLY UNITE OUR COMMUNITIES BUT TO ALSO GENERATE REVENUE WHILE CREATING JOBS THROUGH THE PROCESS.
Gadsden Junior Golf Association Incorporated	http://		EIN 72-1400519	103 N Lake Dr	Rainbow City	AL	35906	USA						Golf, Sports	
Vision Education Program	http://	(251) 679-5869	EIN 27-0284254	1204 Shelton Beach Rd Ste 3 # 112	Saraland	AL	36571	USA	Educational services, literacy, and cultural arts enrichment activities.				Funded a five week, monday through thursday, summer 2013 program for 50 rural area children 1st through 8th grade that included reading and math instruction, technology, cultural arts activities, field trips, t-shirts, and food.	Children & Youth, Youth Development Programs	
FLAME OF FAITH INCORPORATED	http://		EIN 74-6063804	PO Box 412	Clanton	AL	35046	USA						Christianity, Religion	
Reach Rural Enrichment Accessing Community Hands Inc	http://		EIN 63-1106496	340 Langston Hughes Dr	Lowndesboro	AL	36752	USA						Children & Youth, Youth Development Programs	
Aid To Inmate Mothers Inc	http://		EIN 63-1032194	Po Box 986	Montgomery	AL	36101	USA	TO PROVIDE SERVICES TO ALABAMA'S INCARCERATED WOMEN WITH EMPHASIS ON ENHANCING PERSONAL GROWTH AND STRENGTHENING THE BONDS BETWEEN INMATE MOTHERS AND THEIR CHILDREN.					Crime & Law, Inmate Support	
Arc Of Shelby County Inc	http://thearcofshelby.org	(205) 664-9313	EIN 63-0988453	203 Amphitheater Rd	Pelham	AL	35124	USA	Providing services for individuals with developmental disabilities through children services, employment services, family resource guidance and personal care.				Children services - the program serves infants and toddlers from birth to age three with developmental delays through supports and services such as service coordination, family instruction, special instruction, occupational therapy, physical therapy, and speech therapy. In 2015, over 720 children and their families received services, supporting the children as they move toward meeting typical developmental milestones.   employment services - this program supports individuals with significant developmental disabilities obtain and maintain community employment through job development, job coaching and extended support services. In 2015, approximately 124 individuals received employment supports, including long-term supports.   community living - this program provides a variety of support to individuals and their families, including information and referral, resource information, advocacy services and adovacy training for individuals with developmental disabilities. In 2015, over 207 individuals received services in this program.	Developmentally Disabled Centers, Disabilities	
CHRISTIAN SERVICE MISSION	http://csmission.org	(205) 252-9906	EIN 63-0594603	3600 3RD Ave S	Birmingham	AL	35222	USA	Our mission is to love, serve and connect. We accomplish this by connecting resources with needs. Our resources include volunteerism, initiatives, construction projects and warehousing.				Volunteerism: csm mobilizes individuals and organizations to serve in our communities. During the year, we connected 12,000 volunteers with 74 organizations. Initiatives: we create and partner with existing programs in our communities that focus on loving and serving areas that contain the most need. During the year, csm sponsored ten events which connected 246 organizations with over 40,624 people. Construction projects: we invest in communities through partnerships with homeowners and organizations. During the year, we built or remodeled 22 homes partnering with 27 organizations and mobilizing 2,092 volunteers. Warehousing: our large warehouse, loading dock, refrigerator, and freezer give us the opportunity to collect and distribute resources with our partners in their communities. For example, we partnered with over 44 organizations in our compassion food co-op, providing food for over 6,833 families each month.	Human Service Organizations, Human Services	
Civil Air Patrol	http://www.capnhq.gov/		EIN 64-0838752	105 S Hansell	Montgomery	AL	36112	USA	For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services.					Disaster Aid, Disaster Preparedness & Relief Services, Human Service Organizations, Human Services	
Homewood Competitive Baseball Trust Fund	http://		EIN 63-6191843	2001 Park Pl Ste 700	Birmingham	AL	35203	USA						Baseball & Softball, Sports	
Ludwig Von Mises Institute For Austrian Economics Inc	http://www.mises.org	(334) 321-2107	EIN 52-1263436	518 W Magnolia Ave	Auburn	AL	36832	USA	To promote the economic theories of ludwig von mises, his predecessors and his successors, through teaching programs, research, fellowships, and scholarly publications.				Advancement of economic science through publications & teaching programs for students and scholars and available to others interest in economic education.   teaching conferences, seminars & colloquia.   student fellowship and research grants: support of students, faculty & post-doctoral fellows in economics.   academic outreach	Arts & Culture, Research Institutes & Public Policy Analysis	
aTeam Ministries	http://www.ateamministries.org	205-585-8397	EIN 27-0862779	600 Belle Terre Circle	Birmingham	AL	35226	USA	aTeam Ministries is a non-profit organization focused on providing emotional, spiritual, and financial support to families fighting childhood cancer.	Pediatric Cancer Patients in the State of Alabama		The State of Alabama	The organization provided financial assistance, temporary housing, transportation assistance and other spiritual and emotional support to patients and their families being treated for hematology and oncology related illnesses in the state of alabama.	Health	
U Turn Intervention Program Inc	http://		EIN 32-0280763	609 Medical Center Pkwy	Selma	AL	36701	USA						Children & Youth, Youth Centers & Clubs	
Ozanam Charitable Pharmacy Inc.	http://www.ozanampharmacy.org	(251)432-4111	EIN 72-1386236	571 Dauphin St	Mobile	AL	36602	USA	Ozanam Charitable Pharmacy believes that no person should be forced to choose between feeding their family or purchasing their medications. Ozanam Charitable Pharmacy is the medication safety net for coastal Alabama. Since 1998 Ozanam has been filling prescriptions for those who cannot afford their medications.	uninsured adults ages 19 to 65	1668 patients get a combined $1.5 million from our in-house formulary and patient assisstance programs.	Mobile, Baldwin and Escambia Counties, in lower Alabama	Medication Therapy Management and Patient Assistance Programs to our patients.	Community Health Systems, Health, Health Care, Rehabilitative Care	
El Reposo Nursing Facility	http://	(256) 757-2143	EIN 63-0363468	260 Milners Chapel Rd	Florence	AL	35634	USA	Nursing home facility - care of 60 patients				Nursing facility operations - care of 60 patients  nursing facility operations - care of 60 patients		
Eagles Nest Ministries Inc	http://		EIN 33-1105571	Po Box 17491	Huntsville	AL	35810	USA						Protestant, Religion	
Childcare Resources	http://www.ccr-bhm.org	(205) 945-0018	EIN 63-0882628	1904 First Ave North	Birmingham	AL	35203	USA	The mission of Childcare Resources is to make quality care and education of children happen by providing information, education, and assistance to families, providers of child care, and the community.			Blount, Jefferson, Shelby and Walker counties of Alabama	Training and technical assistance - training sessions, courses and conferences are offered for providers to assist them in meeting the needs of chidren in their care. Technical assistance is available to current and potential providers looking to improve the quality of care being provided, open a new child care program or seek cda or national accreditation.   supplemental child care program - provides tuition assistance to working families who are over income to receive state subsidies.   rise - childcare resources offers assistance to child care programs interested in working towards reaching national accreditation standards and improving the quality of early care they offer at their child care center.	Child Day Care, Children & Youth, Education, Preschools	Childcare Resources makes quality child care happen by partnering with families, child care professionals, and the community.   For families, we provide child care information and resources to help them choose child care. Child care financial assistance is provided for eligible low-income working parents to help them afford child care.  For child care professionals, we provide award-winning training on a wide variety of subjects that support their professional development. In addition, child care programs are enhanced by our support services.  For the community, we educate and inform the public about the importance of early care and education in order to increase support for quality child care.
