name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Results
Springfield Humane Society Inc	http://www.spfldhumane.org	(802) 885-3997	EIN 23-7032106	401 Skitchewaug Trl	Springfield	VT	05156	USA	Animal Protection & Welfare, Animals	Prevention of cruelty to animals				Provided shelter for homeless animals and assisted in the prevention of cruelty and overpopulation of animals.	
Onion River Crossroads Inc	http://	(802) 229-2606	EIN 03-0262944	111 Bliss Rd	Montpelier	VT	05602	USA		Group home for youths.				The organization operates a group home, onion river crossroads, for troubled youths and is paid by the state of vermont	
Randolph Neighborhood Housing Services, Inc.	http://		EIN 22-2543771	C/O Rcdc 21 N. Main St	Randolph	VT	05060	USA	Homeless & Housing, Housing Development, Construction & Management						
National Society Of The Daughters Of The American Revolution	http://www.dar.org		EIN 03-6010655	1292 Lake Rd	Middlebury	VT	05753	USA	Arts & Culture, Education, Historical Organizations, History Museums, Libraries	The objectives of the National Society Daughters of the American Revolution are historic preservation, promotion of education and patriotic endeavor.					
Hot Line For Help, Inc.	http://		EIN 03-0227855	4 High St 2nd Fl Ste 6	Brattleboro	VT	05301	USA	Hot Lines & Crisis Intervention, Mental Health						
Vermont Library Association	http://www.vermontlibraries.org	(802) 626-6477	EIN 03-6025812	Po Box 803	Burlington	VT	05402	USA		To promote library services				Vt library conference an annual conference designed by vla for vt librarians to provide an organized setting and format to meet, share ideas and keep abreast of new developments.	
Rutland County Parent-Child Center Inc	http://www.rcpcc.org	(802) 775-9711	EIN 22-2589017	61 Pleasant St	Rutland	VT	05701	USA	Family Services, Human Services	The center is a resource for family growth and development in rutland county, vermont.				Other program activities provide early childhood education, developmental therapy with early childhood kids, as well as service coordination and other home visiting programs that are concerned with childhood developmental issues.   parent education and drop-in service activities are formal (and informal) groupings and one on one directed meetings to develop parenting skills and access to community.   community development activities work in partnership with other community organizations to assess priorities, interest and resources with the goal of supporting the growth of resources and services for families and children.	
Spiritual Assembly Of The Bahais Of Burlington	http://		EIN 91-1909954	130 Mansfield Ave Apt 310	Burlington	VT	05401	USA							
Trust For Wildlife Inc	http://		EIN 06-1075043	408 Ehrich Rd	Shaftsbury	VT	05262	USA							
Vergennes Heavy Rescue Committee Inc	http://		EIN 03-0304054	PO Box 110	Vergennes	VT	05491	USA	Disaster Aid, Search & Rescue Squads						
Mount Mansfield Academy Inc	http://		EIN 22-2485475	121 Upper Sky Acres Dr	Stowe	VT	05672	USA							
Waterbury Community Band	http://		EIN 03-0345514	2 Haven St	Randolph	VT	05060	USA	Arts & Culture, Performing Arts						
Essex Pto	http://		EIN 04-3356373	58 Founders Rd	Essex Jct	VT	05452	USA	Education, Parent & Teacher Groups						
Little League Baseball, Inc.	http://www.littleleague.org/		EIN 03-0292414	PO Box 157	Newport	VT	05855	USA	Amateur Sports Competitions, Baseball & Softball, Recreation & Sports, Sports	To provide healthy activity for children using the ball field as a classroom to instill discipline, team work, sportsmanship and fair play, and to establish a set of values to guide them into adulthood.					
Gerdas Animal Aid Inc	http://	(802) 874-7212	EIN 59-3800477	Po Box 1352	W Townshend	VT	05359	USA	Animal Protection & Welfare, Animals	1) provide and raise money to form and operate a low-fee, no fee spay and neuter facility. 2) prevention of cruelty to animals and improve the quality of their lives.				Implemented programs that rescue animals, promote animal adoption and encourage neutering and other methods that control animal population.	
Orwell Volunteer Fire Dept Inc	http://		EIN 22-3243804	604 Main St	Orwell	VT	05760	USA	Disaster Aid, Fire Prevention						
Medical Center Hospital Of Vermont Associates	http://		EIN 03-6016164	111 Colchester Ave-219 Burgess Res	Burlington	VT	05401	USA	General Hospitals, Health						
East Burke Community Library	http://		EIN 22-2814573	Po Box 309	East Burke	VT	05832	USA							
Williamsville Childrens Center Inc	http://		EIN 22-2933649	Po Box 149	Williamsville	VT	05362	USA							
Cross Country Ski Areas Association	http://www.xcski.org		EIN 02-0345467	Po Box 818	Woodstock	VT	05091	USA		To promote the growth and improve the quality of cross country ski operations in north america. Support the non motorized snow related sports communities & the general public who use them by providing recreational and educational materials, seminars, support & guidance.				Annual conference & regional meeting exchanging ideas and sharing best practices benchmarks were established to measure successful deliverance of member benefits.	
Committee on Temporary Shelter	http://www.cotsonline.org	(802) 864-7402	EIN 03-0285606	PO Box 1616	Burlington	VT	05402	USA	Homeless & Housing, Homeless Shelters, Housing Search Assistance	COTS provides emergency shelter, services, and housing for people who are without homes or who are marginally housed. COTS advocates for long-term solutions to end homelessness. We believe: in the value and dignity of very human life; that housing is a fundamental human right; that emergency shelter is not the solution to homelessness.				The firehouse family shelter (opened in 1988) and main street family shelter (opened in 2002) provide safe and decent shelter for 15 families with children. These are the only family shelters in chittenden county. Families can stay for up to six months while they work with cots staff to find affordable housing, employment, child care, and health care services. The cots children's program works with children and parents in shelter to ensure success in school, promote children's healthy social, emotional and physical development, and strenghten family relationships. In 2014, 78 families, including 127 children, stayed in cots' emergency shelters. Furthermore, 301 single adults were sheltered.   the waystation (opened in 1982) is a 36-bed overnight shelter for men and women, aged 18 and older. The daystation (opened in 1988) is a daytime shelter that offers refuge from the streets, where a noontime meal is served. These facilities are open 365 days a year. In 2014, 181 individuals stayed in cots' overnight shelters, and 206 individuals, an average of 40 people per day, visited the daystation.   the housing resource center (hrc), cots' centralized one-stop community center is dedicated to homelessness prevention and rapid re-housing. The hrc offers assistance to prevent at-risk households from losing their existing housing due to unforeseen circumstances and to assist those who are without permanent shelter move into stable housing. The hrc offers grant, loan, and guarantee assistance with back rent and security deposits. In 2014, cots helped 204 households, including 179 children, experiencing financial crisis avert homelessness and stay in their housing. Cots helped 223 households move into housing by providing security deposit assistance.   other services such as individual and family case management, transitional and permanent housing.	
