name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Programs	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	 	
VISIONARIES INTERNATIONAL (DBA of Visionaries Inc.)	http://www.visionariesint.org	855-855-6007	EIN 23-7349483	6957 NW Expressway #211	Oklahoma City	OK	73132-3538	USA	Human Services, Religion, Religion-Related	Helping the helpers, care-givers, educators and builders in Christian service around the world.	assisting, supporting, and encouraging missionaries, educators, students, orphans, churches and ministers that are functioning in acts of Christian service.	Over the past year, Visionaries has been involved in helping others in Colombia, Mexico, Myanmar, Malaysia, Singapore, Honduras, Puerto Rico, Thailand, and the US.	those in need		Latin America, Asia, USA, Mexico, Caribbean		
E-Commerce Education Foundation	http://		EIN 20-0959973	7419 S Jackson Ave	Tulsa	OK	74132	USA	Adult Education, Education								
Langston University National Alumni Association Inc	http://		EIN 23-7296996	Po Box 910	Langston	OK	73050	USA		To promote and support Langston University							
Oklahoma Charge Volleyball	http://		EIN 47-0865975	1301 Nw 141st St	Edmond	OK	73013	USA	Amateur Sports, Sports								
Spay First!	http://		EIN 27-4259397	7949 S I-35 Service Rd	Oklahoma City	OK	73149	USA		To educate the public about pet over population and how it impacts animals and people in impoverished communities. Also conduct research on potential non surgical contraceptive for dogs and cats	To educate the public about pet over poputation and how it impacts animals and people in impoverished communities						
Novo Ministries Inc	http://www.novoministries.org	4052084255	EIN 87-0745940	1700 NE 4th St	Oklahoma City	OK	73117	USA	Children & Youth, Youth Centers & Clubs, Youth Community Service Clubs, Youth Development - Religious Leadership, Youth Development Programs	Novo Ministries exists to break cycles of destruction, hopelessness, and purposelessness through the creation and cultivation of life-changing mentoring relationships with inner-city boys and girls.	Novo Ministries seeks to connect passionate individuals, churches, and organizations with inner-city communities in the greater Oklahoma City area by helping facilitate weekly after-school programming in these communities. Regularly, the children of our Novo programs and the programs of our partners have the opportunity to build relationships with caring mentors who pour into their lives, share positive teaching, and who paint a picture of a reality that doesnt have to end with jail, broken families, or gangs. We believe that the children and families in inner-city communities have many needs, but their greatest one is to experience hope and to find and fulfill the purpose for which they were created.	This past year we reached over 4,000 children in our programs and the programs of our partners! We have established partnerships with more than 50 local churches and organizations. We have 375 volunteers that either give time at our office to prepare supplies or are involved in Novo programs in the lives of boys and girls. Last year we developed 36 lessons of curriculum and surpassed 11,000 downloads of curriculum and resources - all for free! Our HOPEBuilder (monthly donor) program grew to over 100 individuals who give on a monthly recurring basis and therefore every donation they give is matched!	At-risk children ages 4 - 12 in Oklahoma City's inner-city communities.	Over 700 children in Novo programs and over 3,300 children in partner programs.	Oklahoma City		
CHRIST FOR HUMANITY INC	http://christforhumanity.com	(918) 836-2424	EIN 73-1421083	6314 E 13TH St	Tulsa	OK	74112	USA	International, International Relief	Christ for humanity(cfh)is a christian humanitarian relief organization whose purpose is to glorify god by enabling the church to advance the gospel of jesus christ to the needy. Cfh's goal is to provide christian field workers with the means to meet the physical needs of those they are serving primarily through the provision of food, clothing, medication, medical equipment and other supplies. Locally, cfh facilitates monthly outreaches between local churches and 15 area housing projects. Cfh also provides weekly in-house programs, targeting young adults and handicapped individuals. Internationally, cfh often partners with well vetted ministries, sponsoring community development projects like drilling water-wells, building schools, clinics and churches, and providing seed money for micro-businesses.	Interntional missions and humanitarian relief program: the organization provided international humanitarian relief in more than 31 nations by contributing food, clothing, medical supplies and equipment, and helping to fund water well projects. They also provided opportunities for local church members to take team trips over to their nations of interest. The organization was also involved in several special projects throughout the year including supporting a school in mali, involvement in an ebola relief effort as well as supporting a project in egypt called the jubilee center. Another part of our international effort involved supporting various evangelism outreaches through direct missionary support and support of various sports camp events.   domestic humanitarian relief program to individuals: in 2014, the organization provided for the needs of more than 6,623 households in the greater tulsa area by contributing food, household items, financial assistance, medicine and medical equipment to families and individuals in need.   domestic humanitarian relief program to ministries & organizations: throughout the year, christ for humanity donated food, household items, medicine & medical equipment to more than 46 domestic organizations and ministries who provide for the needy through food distribution programs, disaster relief, health & hospice care, etc.						
Cimarron Valley Humane Society	http://	(918) 399 - 5459	EIN 86-1118846	Po Box 1163	Cushing	OK	74023	USA	Animals								
Ministry In Motion Inc	http://		EIN 73-1476984	Po Box 1901	Catoosa	OK	74015	USA	Protestant, Religion								
Faith Fellowship Church Of Collinsville Ok Inc	http://		EIN 23-7381836	13502 E 119th E Ave	Collinsville	OK	74021	USA									
Heart Of The Shepherd	http://		EIN 20-8007757	16792 E 450 Rd	Claremore	OK	74017	USA	Religion, Religion-Related								
Oklahoma Brain Tumor Foundation	http://www.okbtf.org		EIN 02-0611725	820 N.E. 63rd Street	Oklahoma City	OK	73105	USA	Cancer, Health, Human Service Organizations	The Oklahoma Brain Tumor Foundation is a nonprofit organization dedicated to meeting the needs of brain and central nervous system tumor families in Oklahoma through education, support, advocacy, research and service.							
Senior Information Services, Inc.	http://		EIN 73-1150476	3200 Nw 48th Ste 202	Oklahoma City	OK	73112	USA	Human Services								
Freedom Museum Inc	http://		EIN 73-1357570	Po Box 145	Freedom	OK	73842	USA	Arts & Culture, History Museums								
Community Crisis Center Inc	http://		EIN 73-1115656	17 N Main St	Miami	OK	74354	USA	Domestic Violence, Family Violence Shelters, Homeless & Housing	Our mission is to empower families and to end domestic and sexual violence and stalking through client services, community collaboration and public awareness							
