name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Results
Another Chance For English Setter	http://www.englishsetterrescue.org		EIN 01-0570526	51 Louden Rd	Saco	ME	04072	USA	Animal Protection & Welfare, Animals	Our mission is to rescue unwanted English Setters, to provide quality foster and veterinary care, to evaluate them and work on any behavior issues, and to place them in appropriate and committed forever homes. ACES provides continuing support to our adopters, educates the public about English Setters as a breed, and promotes responsible pet ownership.					
Maine Career Advantage	http://		EIN 01-0477192	2 Fort Rd	South Portland	ME	04106	USA	Job Training						
Houlton Humane Society	http://	(207) 532-2862	EIN 01-0427103	Po Box 548	Houlton	ME	04730	USA	Animal Protection & Welfare, Animals	Animal shelter				Provide shelter for lost, stray, neglected animals and encourage humane treatment of animals.	
Trustees Of Dartmouth College	http://		EIN 04-3391632	49 Lisbon St Apt 3a	Lewiston	ME	04240	USA							
Maine Project For Fine Art Conservation	http://		EIN 27-1826344	142 High Street	Portland	ME	04101	USA	Arts & Culture, Museums	Restoration and conservation of fine art				Art restoration	
Belfast Maskers	http://		EIN 22-3062350	Po Box 541	Belfast	ME	04915	USA	Arts & Culture, Theater						
EDUCARE CENTRAL MAINE	http://www.educarecentralmaine.org	(207) 859-1500	EIN 26-4176872	97 Water St C/O Kvcap	Waterville	ME	04901	USA	Education	Educare central maine is the educare site in new england and is designed to serve between 150 and 210 mostly low-income children from before they are born to age 5, during this most critical brain develoment stage. The goal is to measurably increase their school-readiness and significantly reduce unnecessary special education costs. Parents and caregivers are essential partners in preparing children for school and educare central maine will support them with education and comprehensive supports to improve health, self-sufficiency and long-term parent and child well-being and success.	close the achievement gap for impoverished young children	Over 210 young children ages birth to 5 and their families.	quality early childhood education	comprehensive, quality educational instruction and supports by highly-qualified teachers and staff. Parents are honored as their child's first teacher and effectively engaged in parent education, peer networking, and other services to advance family stability. 100% of children served at Educare for three years entered kindergarten meeting all school-readiness benchmarks in 2013.	
Association For Computing Machinery	http://www.acm.org/		EIN 22-3309851	Computer Science Dept	Brunswick	ME	04011	USA	Engineering & Technology, Science & Technology, Technology	Founded in 1947, ACM is the world's first educational and scientific computing society. Today, our members  over 80,000 computing professionals and students world-wide  and the public turn to ACM for authoritative publications, pioneering conferences, and visionary leadership for the new millennium.					
The Grace Gawler Institute for Integrated Cancer Solutions	http://	61-7-5577-2997	EIN 		Gold Coast		04216	Australia		To bridge existing gaps in cancer medicine  giving patients the time and emotional care busy doctors and specialists often cant provide.  To provide solutions across a range of problems encountered by cancer patients.  To empower each person to become  motivated and proactive.  To help traumatized cancer patients avoid the lure of unproven or dis-proven miracle cures that dominate the internet. We complement and work in collaboration with oncology supporting the medical model.	People with cancer, families and supporters of people with cancer, doctors, oncologists and other cancer practitioners	1000 including patients and families	Global	Angels of Grace - Volunteers Grace's Kitchen - Cooking classes for cancer patients and families	We are assisting more patients each week - mainly word of mouth.
Fair Tide, Inc	http://www.fairtide.org	207-439-6376	EIN 01-0525140	One Government Street	Kittery	ME	03904	USA	Homeless & Housing, Homeless Shelters	A nonprofit transitional housing program founded in 1998, Fair Tides mission is to assist homeless individuals and families in becoming self-sufficient by offering targeted support services that include education, life-coaching, and individual and group counseling in addition to short-term, affordable housing.			Southern York County, Maine and Rochester, NH		
Special Surfers	http://		EIN 46-3918232	11 Lucille St	Saco	ME	04072	USA	Sports, Sports Associations & Training Facilities						
Friends Of Western Cemetery	http://		EIN 01-0490427	PO Box 1953	Portland	ME	04104	USA	Arts & Culture, Historical Organizations						
Elmhurst Inc	http://	(207) 443-9783	EIN 01-0266854	400 Centre St	Bath	ME	04530	USA	Birth Defects & Genetic Diseases, Health	Provide shelter and programs for the intellectually disabled in integrated community settings.				Activity program  group home  bath street residential program	
Foundation For Blood Research	http://www.fbr.org	(207) 883-4131	EIN 23-7346415	Po Box 190	Scarborough	ME	04070	USA		The purpose of the foundation for blood research (fbr) is to find more effective ways to identify, manage, and prevent human disease through clinical and laboratory investigation, epidemiology, outreach science education, computer-based analysis, public health program design, and clinical testing. Our scientific mission is to develop and improve laboratory tests as a way to help physicians identify, treat, manage, and, at times, prevent illness. Scientific activities within fbr involve immunology and genetics and focus in two areas of preventive medicine: the application of serum protein measurements to detect or predict medical disorders and the development of medical screening systems to identify conditions found in the general population. Our education mission is to expand scientific knowledge and awareness among health professionals, science students at all levels, and the community at large.				Laboratory: computer based analysis public health program analysis population screening clinical testing  epidemiology and outreach science education  research and development	
